full_id,class,event,Event_start_time,Event_end_time,Subaction_start,Subaction_end,videoname,stages
TBsWos4T4OE_E_000427_000527_A_0096_0097,68,3,427.4,527.4,524.06,524.68,TBsWos4T4OE,1
TBsWos4T4OE_E_000606_000641_A_0003_0004,76,4,606.04,641.4,609.48,611.03,TBsWos4T4OE,1
TBsWos4T4OE_E_000606_000641_A_0005_0005,89,4,606.04,641.4,611.0699999999999,612.01,TBsWos4T4OE,1
TBsWos4T4OE_E_000606_000641_A_0010_0011,94,4,606.04,641.4,616.48,617.39,TBsWos4T4OE,1
TBsWos4T4OE_E_000606_000641_A_0012_0013,95,4,606.04,641.4,618.65,619.9599999999999,TBsWos4T4OE,1
TBsWos4T4OE_E_000606_000641_A_0016_0018,76,4,606.04,641.4,622.61,624.79,TBsWos4T4OE,1
TBsWos4T4OE_E_000606_000641_A_0018_0021,74,4,606.04,641.4,624.8399999999999,627.18,TBsWos4T4OE,1
TBsWos4T4OE_E_000606_000641_A_0021_0023,79,4,606.04,641.4,627.2199999999999,629.37,TBsWos4T4OE,1
TBsWos4T4OE_E_000606_000641_A_0023_0025,78,4,606.04,641.4,629.41,631.93,TBsWos4T4OE,1
TBsWos4T4OE_E_000606_000641_A_0025_0027,82,4,606.04,641.4,631.9699999999999,634.02,TBsWos4T4OE,1
TBsWos4T4OE_E_000606_000641_A_0028_0030,81,4,606.04,641.4,634.06,636.4499999999999,TBsWos4T4OE,1
TBsWos4T4OE_E_000606_000641_A_0030_0032,79,4,606.04,641.4,636.49,638.4,TBsWos4T4OE,1
TBsWos4T4OE_E_000606_000641_A_0033_0035,98,4,606.04,641.4,639.38,641.12,TBsWos4T4OE,1
TBsWos4T4OE_E_000657_000753_A_0012_0013,64,3,657.2,753.84,669.94,671.1700000000001,TBsWos4T4OE,1
TBsWos4T4OE_E_000657_000753_A_0016_0018,61,3,657.2,753.84,673.49,675.33,TBsWos4T4OE,1
TBsWos4T4OE_E_000657_000753_A_0026_0027,67,3,657.2,753.84,683.3100000000001,684.3100000000001,TBsWos4T4OE,1
TBsWos4T4OE_E_000657_000753_A_0027_0027,59,3,657.2,753.84,684.34,685.1800000000001,TBsWos4T4OE,1
TBsWos4T4OE_E_000657_000753_A_0041_0044,54,3,657.2,753.84,698.5300000000001,702.0200000000001,TBsWos4T4OE,1
TBsWos4T4OE_E_000657_000753_A_0049_0049,43,3,657.2,753.84,706.2800000000001,707.11,TBsWos4T4OE,1
TBsWos4T4OE_E_000657_000753_A_0059_0060,62,3,657.2,753.84,716.46,717.6500000000001,TBsWos4T4OE,1
TBsWos4T4OE_E_000657_000753_A_0065_0066,47,3,657.2,753.84,722.26,723.58,TBsWos4T4OE,1
TBsWos4T4OE_E_001327_001422_A_0010_0011,47,3,1327.2,1422.36,1337.67,1339.16,TBsWos4T4OE,1
TBsWos4T4OE_E_001327_001422_A_0012_0013,52,3,1327.2,1422.36,1339.3500000000001,1340.8300000000002,TBsWos4T4OE,1
TBsWos4T4OE_E_001327_001422_A_0020_0021,64,3,1327.2,1422.36,1347.8600000000001,1348.8,TBsWos4T4OE,1
TBsWos4T4OE_E_001327_001422_A_0026_0027,67,3,1327.2,1422.36,1353.29,1354.69,TBsWos4T4OE,1
TBsWos4T4OE_E_001327_001422_A_0032_0033,53,3,1327.2,1422.36,1359.47,1361.16,TBsWos4T4OE,1
TBsWos4T4OE_E_001327_001422_A_0054_0056,62,3,1327.2,1422.36,1381.65,1383.3700000000001,TBsWos4T4OE,1
TBsWos4T4OE_E_001327_001422_A_0059_0061,61,3,1327.2,1422.36,1386.21,1388.29,TBsWos4T4OE,1
TBsWos4T4OE_E_001327_001422_A_0092_0092,68,3,1327.2,1422.36,1419.3200000000002,1419.99,TBsWos4T4OE,1
TBsWos4T4OE_E_001505_001589_A_0023_0024,47,3,1505.56,1589.8,1528.94,1529.9099999999999,TBsWos4T4OE,1
TBsWos4T4OE_E_001505_001589_A_0025_0027,61,3,1505.56,1589.8,1530.98,1533.09,TBsWos4T4OE,1
TBsWos4T4OE_E_001505_001589_A_0037_0038,67,3,1505.56,1589.8,1543.27,1544.11,TBsWos4T4OE,1
TBsWos4T4OE_E_001505_001589_A_0038_0039,60,3,1505.56,1589.8,1544.1399999999999,1545.25,TBsWos4T4OE,1
TBsWos4T4OE_E_001505_001589_A_0046_0047,46,3,1505.56,1589.8,1551.6,1553.01,TBsWos4T4OE,1
TBsWos4T4OE_E_001505_001589_A_0048_0049,58,3,1505.56,1589.8,1553.6299999999999,1555.33,TBsWos4T4OE,1
TBsWos4T4OE_E_001505_001589_A_0055_0056,55,3,1505.56,1589.8,1560.81,1561.96,TBsWos4T4OE,1
TBsWos4T4OE_E_001505_001589_A_0063_0064,64,3,1505.56,1589.8,1568.99,1570.21,TBsWos4T4OE,1
TBsWos4T4OE_E_001505_001589_A_0070_0071,52,3,1505.56,1589.8,1575.7,1576.79,TBsWos4T4OE,1
TBsWos4T4OE_E_001505_001589_A_0071_0072,43,3,1505.56,1589.8,1577.27,1578.3899999999999,TBsWos4T4OE,1
TBsWos4T4OE_E_001697_001704_A_0000_0007,2,1,1697.12,1704.44,1697.6799999999998,1704.3999999999999,TBsWos4T4OE,3
TBsWos4T4OE_E_002014_002022_A_0000_0007,1,1,2014.08,2022.0,2014.57,2021.96,TBsWos4T4OE,3
TBsWos4T4OE_E_002088_002181_A_0011_0012,55,3,2088.2,2181.28,2099.5299999999997,2100.74,TBsWos4T4OE,1
TBsWos4T4OE_E_002088_002181_A_0013_0014,43,3,2088.2,2181.28,2101.37,2102.29,TBsWos4T4OE,1
TBsWos4T4OE_E_002088_002181_A_0021_0022,47,3,2088.2,2181.28,2109.21,2110.24,TBsWos4T4OE,1
TBsWos4T4OE_E_002088_002181_A_0022_0024,58,3,2088.2,2181.28,2110.8599999999997,2112.31,TBsWos4T4OE,1
TBsWos4T4OE_E_002088_002181_A_0027_0028,51,3,2088.2,2181.28,2115.5,2116.83,TBsWos4T4OE,1
TBsWos4T4OE_E_002088_002181_A_0039_0041,50,3,2088.2,2181.28,2128.08,2129.5,TBsWos4T4OE,1
TBsWos4T4OE_E_002088_002181_A_0049_0050,64,3,2088.2,2181.28,2137.72,2138.93,TBsWos4T4OE,1
TBsWos4T4OE_E_002088_002181_A_0051_0052,67,3,2088.2,2181.28,2139.73,2140.66,TBsWos4T4OE,1
TBsWos4T4OE_E_002088_002181_A_0052_0053,59,3,2088.2,2181.28,2140.71,2141.89,TBsWos4T4OE,1
TBsWos4T4OE_E_002088_002181_A_0065_0066,62,3,2088.2,2181.28,2153.41,2154.87,TBsWos4T4OE,1
TBsWos4T4OE_E_002088_002181_A_0088_0089,68,3,2088.2,2181.28,2176.9399999999996,2177.5899999999997,TBsWos4T4OE,1
TBsWos4T4OE_E_002088_002181_A_0089_0093,69,3,2088.2,2181.28,2177.64,2181.24,TBsWos4T4OE,1
TBsWos4T4OE_E_002334_002422_A_0019_0020,47,3,2334.6,2422.56,2353.67,2354.74,TBsWos4T4OE,1
TBsWos4T4OE_E_002334_002422_A_0020_0021,58,3,2334.6,2422.56,2355.48,2356.49,TBsWos4T4OE,1
TBsWos4T4OE_E_002334_002422_A_0023_0025,51,3,2334.6,2422.56,2358.13,2359.69,TBsWos4T4OE,1
TBsWos4T4OE_E_002334_002422_A_0033_0034,67,3,2334.6,2422.56,2368.58,2369.45,TBsWos4T4OE,1
TBsWos4T4OE_E_002334_002422_A_0034_0036,60,3,2334.6,2422.56,2369.49,2370.65,TBsWos4T4OE,1
TBsWos4T4OE_E_002334_002422_A_0040_0042,55,3,2334.6,2422.56,2375.52,2376.94,TBsWos4T4OE,1
TBsWos4T4OE_E_002334_002422_A_0052_0054,64,3,2334.6,2422.56,2387.42,2388.69,TBsWos4T4OE,1
TBsWos4T4OE_E_002334_002422_A_0055_0056,67,3,2334.6,2422.56,2389.98,2390.91,TBsWos4T4OE,1
TBsWos4T4OE_E_002334_002422_A_0056_0057,59,3,2334.6,2422.56,2390.93,2391.93,TBsWos4T4OE,1
TBsWos4T4OE_E_002334_002422_A_0064_0065,50,3,2334.6,2422.56,2399.06,2400.13,TBsWos4T4OE,1
TBsWos4T4OE_E_002334_002422_A_0068_0068,43,3,2334.6,2422.56,2402.62,2403.52,TBsWos4T4OE,1
TBsWos4T4OE_E_002334_002422_A_0069_0070,43,3,2334.6,2422.56,2403.83,2405.25,TBsWos4T4OE,1
TBsWos4T4OE_E_002334_002422_A_0084_0085,68,3,2334.6,2422.56,2419.49,2420.0899999999997,TBsWos4T4OE,1
TBsWos4T4OE_E_002334_002422_A_0085_0086,73,3,2334.6,2422.56,2420.13,2421.5899999999997,TBsWos4T4OE,1
TBsWos4T4OE_E_002570_002671_A_0014_0015,28,2,2570.36,2671.76,2585.17,2586.01,TBsWos4T4OE,1
TBsWos4T4OE_E_002570_002671_A_0016_0017,34,2,2570.36,2671.76,2586.6600000000003,2587.7400000000002,TBsWos4T4OE,1
TBsWos4T4OE_E_002570_002671_A_0017_0018,16,2,2570.36,2671.76,2587.82,2588.5,TBsWos4T4OE,1
TBsWos4T4OE_E_002570_002671_A_0029_0030,24,2,2570.36,2671.76,2600.13,2601.32,TBsWos4T4OE,1
TBsWos4T4OE_E_002570_002671_A_0031_0031,12,2,2570.36,2671.76,2601.4100000000003,2602.29,TBsWos4T4OE,1
TBsWos4T4OE_E_002570_002671_A_0056_0057,8,2,2570.36,2671.76,2626.92,2628.04,TBsWos4T4OE,1
TBsWos4T4OE_E_002570_002671_A_0059_0060,6,2,2570.36,2671.76,2630.27,2631.19,TBsWos4T4OE,1
TBsWos4T4OE_E_002570_002671_A_0076_0077,9,2,2570.36,2671.76,2646.48,2647.4,TBsWos4T4OE,1
TBsWos4T4OE_E_002570_002671_A_0091_0092,27,2,2570.36,2671.76,2661.81,2663.17,TBsWos4T4OE,1
TBsWos4T4OE_E_002752_002759_A_0000_0007,2,1,2752.36,2759.48,2753.04,2759.44,TBsWos4T4OE,3
TBsWos4T4OE_E_003151_003253_A_0011_0012,46,3,3151.24,3253.4,3162.8599999999997,3164.06,TBsWos4T4OE,1
TBsWos4T4OE_E_003151_003253_A_0035_0037,64,3,3151.24,3253.4,3187.22,3188.41,TBsWos4T4OE,1
TBsWos4T4OE_E_003151_003253_A_0042_0043,62,3,3151.24,3253.4,3193.85,3195.0099999999998,TBsWos4T4OE,1
TBsWos4T4OE_E_003151_003253_A_0047_0048,43,3,3151.24,3253.4,3199.1499999999996,3200.1699999999996,TBsWos4T4OE,1
TBsWos4T4OE_E_003151_003253_A_0049_0050,52,3,3151.24,3253.4,3200.29,3201.2799999999997,TBsWos4T4OE,1
TBsWos4T4OE_E_003151_003253_A_0056_0057,61,3,3151.24,3253.4,3207.87,3208.85,TBsWos4T4OE,1
TBsWos4T4OE_E_003151_003253_A_0079_0080,55,3,3151.24,3253.4,3230.5,3231.93,TBsWos4T4OE,1
TBsWos4T4OE_E_003151_003253_A_0097_0097,68,3,3151.24,3253.4,3248.2999999999997,3249.02,TBsWos4T4OE,1
TBsWos4T4OE_E_003151_003253_A_0097_0102,71,3,3151.24,3253.4,3249.04,3253.3599999999997,TBsWos4T4OE,1
TBsWos4T4OE_E_003384_003424_A_0003_0005,86,4,3384.52,3424.08,3388.1,3390.13,TBsWos4T4OE,1
TBsWos4T4OE_E_003384_003424_A_0005_0008,84,4,3384.52,3424.08,3390.17,3392.59,TBsWos4T4OE,1
TBsWos4T4OE_E_003384_003424_A_0008_0010,93,4,3384.52,3424.08,3393.37,3394.82,TBsWos4T4OE,1
TBsWos4T4OE_E_003384_003424_A_0014_0015,94,4,3384.52,3424.08,3399.22,3400.17,TBsWos4T4OE,1
TBsWos4T4OE_E_003384_003424_A_0017_0018,95,4,3384.52,3424.08,3401.62,3402.98,TBsWos4T4OE,1
TBsWos4T4OE_E_003384_003424_A_0021_0023,85,4,3384.52,3424.08,3405.7,3407.82,TBsWos4T4OE,1
TBsWos4T4OE_E_003384_003424_A_0024_0025,91,4,3384.52,3424.08,3408.99,3410.41,TBsWos4T4OE,1
TBsWos4T4OE_E_003384_003424_A_0028_0030,79,4,3384.52,3424.08,3413.41,3415.4,TBsWos4T4OE,1
TBsWos4T4OE_E_003384_003424_A_0030_0033,87,4,3384.52,3424.08,3415.44,3418.09,TBsWos4T4OE,1
TBsWos4T4OE_E_003384_003424_A_0033_0035,79,4,3384.52,3424.08,3418.13,3419.83,TBsWos4T4OE,1
TBsWos4T4OE_E_003384_003424_A_0036_0039,96,4,3384.52,3424.08,3420.77,3424.04,TBsWos4T4OE,1
TBsWos4T4OE_E_003633_003731_A_0024_0026,31,2,3633.36,3731.68,3658.33,3659.8900000000003,TBsWos4T4OE,1
TBsWos4T4OE_E_003633_003731_A_0034_0036,37,2,3633.36,3731.68,3668.1200000000003,3669.7200000000003,TBsWos4T4OE,1
TBsWos4T4OE_E_003633_003731_A_0039_0040,15,2,3633.36,3731.68,3673.21,3674.01,TBsWos4T4OE,1
TBsWos4T4OE_E_003633_003731_A_0042_0043,8,2,3633.36,3731.68,3676.11,3676.9100000000003,TBsWos4T4OE,1
TBsWos4T4OE_E_003633_003731_A_0054_0056,17,2,3633.36,3731.68,3687.96,3689.56,TBsWos4T4OE,1
TBsWos4T4OE_E_003633_003731_A_0065_0066,35,2,3633.36,3731.68,3699.15,3699.9100000000003,TBsWos4T4OE,1
TBsWos4T4OE_E_003633_003731_A_0066_0067,30,2,3633.36,3731.68,3699.9500000000003,3701.35,TBsWos4T4OE,1
TBsWos4T4OE_E_003633_003731_A_0080_0081,7,2,3633.36,3731.68,3714.08,3715.2400000000002,TBsWos4T4OE,1
TBsWos4T4OE_E_003633_003731_A_0093_0094,40,2,3633.36,3731.68,3726.59,3728.07,TBsWos4T4OE,1
TBsWos4T4OE_E_003911_004006_A_0006_0007,36,2,3911.88,4006.28,3918.11,3919.71,TBsWos4T4OE,1
TBsWos4T4OE_E_003911_004006_A_0016_0017,37,2,3911.88,4006.28,3928.05,3929.33,TBsWos4T4OE,1
TBsWos4T4OE_E_003911_004006_A_0022_0023,7,2,3911.88,4006.28,3934.75,3935.79,TBsWos4T4OE,1
TBsWos4T4OE_E_003911_004006_A_0039_0040,35,2,3911.88,4006.28,3951.58,3952.38,TBsWos4T4OE,1
TBsWos4T4OE_E_003911_004006_A_0040_0041,28,2,3911.88,4006.28,3952.5,3953.54,TBsWos4T4OE,1
TBsWos4T4OE_E_003911_004006_A_0048_0049,15,2,3911.88,4006.28,3960.67,3961.51,TBsWos4T4OE,1
TBsWos4T4OE_E_003911_004006_A_0052_0052,8,2,3911.88,4006.28,3963.88,3964.6800000000003,TBsWos4T4OE,1
TBsWos4T4OE_E_003911_004006_A_0056_0057,21,2,3911.88,4006.28,3967.98,3969.2200000000003,TBsWos4T4OE,1
TBsWos4T4OE_E_003911_004006_A_0086_0088,40,2,3911.88,4006.28,3998.7200000000003,4000.36,TBsWos4T4OE,1
TBsWos4T4OE_E_004128_004135_A_0000_0006,2,1,4128.36,4135.28,4128.99,4135.24,TBsWos4T4OE,3
TBsWos4T4OE_E_004220_004229_A_0001_0008,1,1,4220.36,4229.12,4221.639999999999,4229.08,TBsWos4T4OE,3
TBsWos4T4OE_E_004221_004229_A_0000_0007,1,1,4221.64,4229.08,4222.04,4229.04,TBsWos4T4OE,3
TBsWos4T4OE_E_004305_004403_A_0013_0014,43,3,4305.56,4403.04,4319.21,4320.120000000001,TBsWos4T4OE,1
TBsWos4T4OE_E_004305_004403_A_0014_0015,52,3,4305.56,4403.04,4320.54,4321.21,TBsWos4T4OE,1
TBsWos4T4OE_E_004305_004403_A_0019_0020,47,3,4305.56,4403.04,4325.150000000001,4326.04,TBsWos4T4OE,1
TBsWos4T4OE_E_004305_004403_A_0021_0022,58,3,4305.56,4403.04,4327.030000000001,4328.46,TBsWos4T4OE,1
TBsWos4T4OE_E_004305_004403_A_0030_0031,64,3,4305.56,4403.04,4335.7300000000005,4336.9800000000005,TBsWos4T4OE,1
TBsWos4T4OE_E_004305_004403_A_0032_0033,67,3,4305.56,4403.04,4338.47,4339.5,TBsWos4T4OE,1
TBsWos4T4OE_E_004305_004403_A_0033_0035,59,3,4305.56,4403.04,4339.52,4340.620000000001,TBsWos4T4OE,1
TBsWos4T4OE_E_004305_004403_A_0041_0042,46,3,4305.56,4403.04,4347.04,4348.030000000001,TBsWos4T4OE,1
TBsWos4T4OE_E_004305_004403_A_0051_0052,65,3,4305.56,4403.04,4356.6900000000005,4358.14,TBsWos4T4OE,1
TBsWos4T4OE_E_004305_004403_A_0055_0057,61,3,4305.56,4403.04,4361.51,4362.780000000001,TBsWos4T4OE,1
TBsWos4T4OE_E_004305_004403_A_0066_0066,62,3,4305.56,4403.04,4371.620000000001,4372.43,TBsWos4T4OE,1
TBsWos4T4OE_E_004305_004403_A_0081_0082,50,3,4305.56,4403.04,4387.05,4388.39,TBsWos4T4OE,1
TBsWos4T4OE_E_004305_004403_A_0084_0086,55,3,4305.56,4403.04,4390.34,4391.620000000001,TBsWos4T4OE,1
TBsWos4T4OE_E_004305_004403_A_0094_0095,68,3,4305.56,4403.04,4400.200000000001,4400.84,TBsWos4T4OE,1
TBsWos4T4OE_E_004305_004403_A_0095_0097,71,3,4305.56,4403.04,4400.910000000001,4402.7300000000005,TBsWos4T4OE,1
TBsWos4T4OE_E_004432_004439_A_0001_0007,3,1,4432.56,4439.96,4433.71,4439.92,TBsWos4T4OE,3
TBsWos4T4OE_E_004568_004663_A_0016_0018,64,3,4568.08,4663.8,4585.0199999999995,4586.93,TBsWos4T4OE,1
TBsWos4T4OE_E_004568_004663_A_0019_0020,47,3,4568.08,4663.8,4587.1,4588.49,TBsWos4T4OE,1
TBsWos4T4OE_E_004568_004663_A_0028_0029,67,3,4568.08,4663.8,4596.49,4597.45,TBsWos4T4OE,1
TBsWos4T4OE_E_004568_004663_A_0029_0030,59,3,4568.08,4663.8,4597.46,4598.66,TBsWos4T4OE,1
TBsWos4T4OE_E_004568_004663_A_0035_0036,46,3,4568.08,4663.8,4603.8099999999995,4604.98,TBsWos4T4OE,1
TBsWos4T4OE_E_004568_004663_A_0037_0039,58,3,4568.08,4663.8,4605.89,4607.34,TBsWos4T4OE,1
TBsWos4T4OE_E_004568_004663_A_0041_0042,43,3,4568.08,4663.8,4609.88,4610.78,TBsWos4T4OE,1
TBsWos4T4OE_E_004568_004663_A_0043_0044,52,3,4568.08,4663.8,4611.22,4612.22,TBsWos4T4OE,1
TBsWos4T4OE_E_004568_004663_A_0048_0050,61,3,4568.08,4663.8,4616.78,4618.25,TBsWos4T4OE,1
TBsWos4T4OE_E_004568_004663_A_0059_0060,50,3,4568.08,4663.8,4627.28,4628.73,TBsWos4T4OE,1
TBsWos4T4OE_E_004568_004663_A_0069_0071,62,3,4568.08,4663.8,4637.85,4639.25,TBsWos4T4OE,1
TBsWos4T4OE_E_004568_004663_A_0074_0075,61,3,4568.08,4663.8,4642.08,4643.96,TBsWos4T4OE,1
TBsWos4T4OE_E_004568_004663_A_0079_0080,55,3,4568.08,4663.8,4647.49,4648.78,TBsWos4T4OE,1
TBsWos4T4OE_E_004568_004663_A_0091_0092,68,3,4568.08,4663.8,4659.98,4660.65,TBsWos4T4OE,1
TBsWos4T4OE_E_004568_004663_A_0092_0095,71,3,4568.08,4663.8,4660.66,4663.76,TBsWos4T4OE,1
TBsWos4T4OE_E_004811_004905_A_0015_0016,43,3,4811.44,4905.08,4826.929999999999,4827.66,TBsWos4T4OE,1
TBsWos4T4OE_E_004811_004905_A_0017_0017,52,3,4811.44,4905.08,4828.49,4829.219999999999,TBsWos4T4OE,1
TBsWos4T4OE_E_004811_004905_A_0025_0026,67,3,4811.44,4905.08,4836.759999999999,4837.669999999999,TBsWos4T4OE,1
TBsWos4T4OE_E_004811_004905_A_0026_0026,66,3,4811.44,4905.08,4837.71,4838.33,TBsWos4T4OE,1
TBsWos4T4OE_E_004811_004905_A_0026_0028,60,3,4811.44,4905.08,4838.36,4839.62,TBsWos4T4OE,1
TBsWos4T4OE_E_004811_004905_A_0033_0034,64,3,4811.44,4905.08,4845.219999999999,4846.32,TBsWos4T4OE,1
TBsWos4T4OE_E_004811_004905_A_0040_0042,47,3,4811.44,4905.08,4852.129999999999,4853.57,TBsWos4T4OE,1
TBsWos4T4OE_E_004811_004905_A_0042_0043,63,3,4811.44,4905.08,4854.0599999999995,4855.349999999999,TBsWos4T4OE,1
TBsWos4T4OE_E_004811_004905_A_0053_0054,50,3,4811.44,4905.08,4865.0199999999995,4865.95,TBsWos4T4OE,1
TBsWos4T4OE_E_004811_004905_A_0073_0074,46,3,4811.44,4905.08,4885.139999999999,4885.839999999999,TBsWos4T4OE,1
TBsWos4T4OE_E_004811_004905_A_0075_0076,58,3,4811.44,4905.08,4886.65,4887.929999999999,TBsWos4T4OE,1
TBsWos4T4OE_E_004811_004905_A_0088_0089,67,3,4811.44,4905.08,4900.379999999999,4901.299999999999,TBsWos4T4OE,1
TBsWos4T4OE_E_004811_004905_A_0089_0090,66,3,4811.44,4905.08,4901.37,4901.98,TBsWos4T4OE,1
TBsWos4T4OE_E_004811_004905_A_0090_0092,71,3,4811.44,4905.08,4902.009999999999,4903.69,TBsWos4T4OE,1
TCiufCzMtDs_E_000210_000217_A_0000_0006,1,1,210.6,217.52,211.28,217.48,TCiufCzMtDs,3
TCiufCzMtDs_E_000279_000286_A_0001_0007,2,1,279.2,286.68,280.37,286.64,TCiufCzMtDs,3
TCiufCzMtDs_E_000497_000528_A_0007_0008,82,4,497.28,528.28,504.39,506.09999999999997,TCiufCzMtDs,1
TCiufCzMtDs_E_000497_000528_A_0012_0013,91,4,497.28,528.28,509.5,511.02,TCiufCzMtDs,1
TCiufCzMtDs_E_000497_000528_A_0017_0018,94,4,497.28,528.28,514.66,515.64,TCiufCzMtDs,1
TCiufCzMtDs_E_000497_000528_A_0019_0020,95,4,497.28,528.28,516.77,517.62,TCiufCzMtDs,1
TCiufCzMtDs_E_000497_000528_A_0023_0025,83,4,497.28,528.28,520.76,522.74,TCiufCzMtDs,1
TCiufCzMtDs_E_000497_000528_A_0025_0027,79,4,497.28,528.28,522.78,524.93,TCiufCzMtDs,1
TCiufCzMtDs_E_000593_000601_A_0000_0007,1,1,593.84,601.32,594.76,601.2800000000001,TCiufCzMtDs,3
TCiufCzMtDs_E_000851_000946_A_0013_0014,34,2,851.64,946.32,865.16,866.12,TCiufCzMtDs,1
TCiufCzMtDs_E_000851_000946_A_0014_0016,30,2,851.64,946.32,866.1999999999999,868.6,TCiufCzMtDs,1
TCiufCzMtDs_E_000851_000946_A_0024_0024,35,2,851.64,946.32,875.88,876.52,TCiufCzMtDs,1
TCiufCzMtDs_E_000851_000946_A_0024_0026,28,2,851.64,946.32,876.56,878.0,TCiufCzMtDs,1
TCiufCzMtDs_E_000851_000946_A_0028_0029,15,2,851.64,946.32,880.04,880.88,TCiufCzMtDs,1
TCiufCzMtDs_E_000851_000946_A_0030_0031,6,2,851.64,946.32,882.63,883.55,TCiufCzMtDs,1
TCiufCzMtDs_E_000851_000946_A_0037_0038,23,2,851.64,946.32,889.37,890.3299999999999,TCiufCzMtDs,1
TCiufCzMtDs_E_000851_000946_A_0057_0058,38,2,851.64,946.32,909.02,910.5,TCiufCzMtDs,1
TCiufCzMtDs_E_000851_000946_A_0069_0070,8,2,851.64,946.32,921.38,922.26,TCiufCzMtDs,1
TCiufCzMtDs_E_000851_000946_A_0084_0087,40,2,851.64,946.32,936.6,939.0799999999999,TCiufCzMtDs,1
TCiufCzMtDs_E_001133_001177_A_0003_0004,83,4,1133.84,1177.44,1137.2099999999998,1138.59,TCiufCzMtDs,1
TCiufCzMtDs_E_001133_001177_A_0004_0005,95,4,1133.84,1177.44,1138.6299999999999,1139.4199999999998,TCiufCzMtDs,1
TCiufCzMtDs_E_001133_001177_A_0008_0010,89,4,1133.84,1177.44,1142.51,1144.09,TCiufCzMtDs,1
TCiufCzMtDs_E_001133_001177_A_0010_0011,94,4,1133.84,1177.44,1144.1299999999999,1145.58,TCiufCzMtDs,1
TCiufCzMtDs_E_001133_001177_A_0022_0023,95,4,1133.84,1177.44,1156.4199999999998,1157.75,TCiufCzMtDs,1
TCiufCzMtDs_E_001133_001177_A_0026_0028,74,4,1133.84,1177.44,1160.26,1162.58,TCiufCzMtDs,1
TCiufCzMtDs_E_001133_001177_A_0028_0030,78,4,1133.84,1177.44,1162.62,1164.52,TCiufCzMtDs,1
TCiufCzMtDs_E_001133_001177_A_0036_0037,79,4,1133.84,1177.44,1169.85,1171.77,TCiufCzMtDs,1
TCiufCzMtDs_E_001133_001177_A_0037_0039,79,4,1133.84,1177.44,1171.81,1173.59,TCiufCzMtDs,1
TCiufCzMtDs_E_001133_001177_A_0040_0043,98,4,1133.84,1177.44,1174.37,1177.3999999999999,TCiufCzMtDs,1
TCiufCzMtDs_E_001366_001455_A_0017_0018,62,3,1366.28,1455.48,1383.77,1384.92,TCiufCzMtDs,1
TCiufCzMtDs_E_001366_001455_A_0019_0020,47,3,1366.28,1455.48,1386.17,1387.05,TCiufCzMtDs,1
TCiufCzMtDs_E_001366_001455_A_0021_0022,58,3,1366.28,1455.48,1387.57,1388.87,TCiufCzMtDs,1
TCiufCzMtDs_E_001366_001455_A_0024_0025,51,3,1366.28,1455.48,1390.83,1391.61,TCiufCzMtDs,1
TCiufCzMtDs_E_001366_001455_A_0050_0051,50,3,1366.28,1455.48,1416.45,1417.47,TCiufCzMtDs,1
TCiufCzMtDs_E_001366_001455_A_0054_0055,43,3,1366.28,1455.48,1420.57,1421.49,TCiufCzMtDs,1
TCiufCzMtDs_E_001366_001455_A_0055_0056,52,3,1366.28,1455.48,1422.04,1422.84,TCiufCzMtDs,1
TCiufCzMtDs_E_001366_001455_A_0063_0065,64,3,1366.28,1455.48,1430.25,1431.45,TCiufCzMtDs,1
TCiufCzMtDs_E_001366_001455_A_0066_0067,67,3,1366.28,1455.48,1432.45,1433.48,TCiufCzMtDs,1
TCiufCzMtDs_E_001366_001455_A_0067_0068,59,3,1366.28,1455.48,1433.51,1434.53,TCiufCzMtDs,1
TCiufCzMtDs_E_001366_001455_A_0073_0074,55,3,1366.28,1455.48,1439.65,1440.9,TCiufCzMtDs,1
TCiufCzMtDs_E_001366_001455_A_0086_0087,68,3,1366.28,1455.48,1452.85,1453.47,TCiufCzMtDs,1
TCiufCzMtDs_E_001366_001455_A_0087_0089,71,3,1366.28,1455.48,1453.48,1455.44,TCiufCzMtDs,1
TCiufCzMtDs_E_001504_001511_A_0000_0007,3,1,1504.8,1511.84,1505.36,1511.8,TCiufCzMtDs,3
TCiufCzMtDs_E_001605_001614_A_0002_0008,3,1,1605.56,1614.36,1607.6399999999999,1614.32,TCiufCzMtDs,3
TCiufCzMtDs_E_001709_001717_A_0001_0008,3,1,1709.56,1717.72,1710.56,1717.6799999999998,TCiufCzMtDs,3
TCiufCzMtDs_E_001807_001906_A_0021_0023,39,2,1807.68,1906.92,1828.95,1830.79,TCiufCzMtDs,1
TCiufCzMtDs_E_001807_001906_A_0045_0046,15,2,1807.68,1906.92,1853.53,1854.3700000000001,TCiufCzMtDs,1
TCiufCzMtDs_E_001807_001906_A_0071_0071,25,2,1807.68,1906.92,1878.8700000000001,1879.63,TCiufCzMtDs,1
TCiufCzMtDs_E_001807_001906_A_0073_0075,38,2,1807.68,1906.92,1880.88,1882.76,TCiufCzMtDs,1
TCiufCzMtDs_E_001807_001906_A_0078_0079,10,2,1807.68,1906.92,1886.49,1887.41,TCiufCzMtDs,1
TCiufCzMtDs_E_001807_001906_A_0080_0081,8,2,1807.68,1906.92,1888.47,1889.5500000000002,TCiufCzMtDs,1
